,textID,text,selected_text,sentiment,class
27036,d2e9eadb57,Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html,Ustream replay for Control Your Rankings.,neutral,1
27431,e864dc53b4," Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*","Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",neutral,1
25236,5d0559bd92,_Bailon talk with your HIPS,talk with your HIPS,neutral,1
11050,ff69dc9df4,is wondering what happened to all those froggies at the potato farm!,is wondering,negative,0
8791,2a0af521de, gasp!!! I love it!!! Thank you so much for sharing Tim!!,I love it!!!,positive,2
5752,a6ec2fcc06, Have you guys heard about the flu that`s been going around? Swine Flu? Hope you guys are safe  There`ve been deaths already. :-S,Hope you guys are safe  There`ve been deaths already. :-S,neutral,1
4858,b82e0a7938,"what is love!? baby don`t hurt me, don`t hurt me, no more. I WANT TO WATCH `NIGHT AT THE RUXBURY` RIGHT NOW!!!!","don`t hurt me,",negative,0
12596,6f99793f65,  does it mean you will b going 2 bed earlier on Mondays?,does it mean you will b going 2 bed earlier on Mondays?,neutral,1
22438,6965d75cb2, Kind of glad I never started Kings now - one less thing to be upset about,Kind of glad I never started Kings now - one less thing to be upset about,neutral,1
24689,8b3a2058c5, my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,im upset,negative,0
11177,407e9cfae4,I only hve 9followers,I only hve 9followers,neutral,1
15690,06712e65d6,"_connors 1999 called, they want their saying back. Live in the NOW #pens  haha","_connors 1999 called, they want their saying back. Live in the NOW #pens  haha",neutral,1
8054,83a62e207f,i think i need a drink,i think i need a drink,neutral,1
1581,0afe4ac022,How is everyone on this fine Monday?   what is everyone`s opinion of the new Wolverine movie?,How is everyone on this fine Monday?   what is everyone`s opinion of the new Wolverine movie?,neutral,1
22114,9fb39d3c8c,Only has under 200 words left to write on her assignment,Only has under 200 words left to write on her assignment,neutral,1
4859,2770e430e8,Got back from helping my sis with stuff for my niece`s 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!,Got back from helping my sis with stuff for my niece`s 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!,neutral,1
22007,a5a9d7298c,which is why i can`t wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,which is why i can`t wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,neutral,1
3264,4f5f302b6d,": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol","Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",neutral,1
8274,31f07da370,iTunes upgrade reset playcount to zero  How will I know which one of 143 Hasta Siempre versions I liked best?,I liked best?,positive,2
10270,ca46adbb05,Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace,ace,positive,2
17175,b5610e69af,daddy is in the hospital  i dont like it!,i dont like it!,negative,0
1367,f73bf22385,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,glad,positive,2
15793,b0d20c8473,"My blackberry ran out of juice in the middle of the day...it was miserable! No twitter or email at my beck and call, truly awful","it was miserable! No twitter or email at my beck and call, truly awful",negative,0
10705,5252524b59,I may have come down with something; we`re almost out of tissues!    this is not a good season  http://tinyurl.com/nccqya,this is not a good season,negative,0
26573,b0a00379a7,"Good Morning BTW - A public holiday in UK, love it  and dinner tonoght with 2 special people.",special people.,positive,2
4056,0138eb47f4," btw, short notice I know, but we`re RSVPing no for your party- thanks so much for the invitation, though!  I`m out for 2nite too",thanks,positive,2
408,02e569bee0,Dosen`t Want To Go To Work Tomorrow,Dosen`t Want To,negative,0
10722,7520d814ab,guess im staying home tonight...no movie-ing for me,guess im staying home tonight...no movie-ing for me,neutral,1
2969,96de84d102, I am like the most saddest person on jtv right now because you are not on,saddest,negative,0
21550,8afddd5ed6,watching ALIAS from the beginning... approximately for the 117th time,watching ALIAS from the beginning... approximately for the 117th time,neutral,1
24033,8e0d01bd84, did you find them? Tell us how they turn out won`t you! We`re making blueberry pancakes this morning,did you find them? Tell us how they turn out won`t you! We`re making blueberry pancakes this morning,neutral,1
17561,15d2be75e4,"I REALLY WANT TO GO TO artesia , cerritos on sunday for QUEST! LOL. imma die if i dont","I REALLY WANT TO GO TO artesia , cerritos on sunday for QUEST! LOL. imma die if i dont",neutral,1
20185,ae5102c261,On my way to nottingham..I so don`t want to be going,don`t want to be going,negative,0
5065,ef72821542,Wohoo! Going to see Eddie Izzard in December!,Wohoo!,positive,2
10122,4bcc752aaa, http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too,great photo!,positive,2
24473,d86d9a1a6b,"I just saw Nick`s friend Jose D Fish GH3. ****. Well, on to Star Wars  I`ll probably be going to a MLB game if I get good seats","I just saw Nick`s friend Jose D Fish GH3. ****. Well, on to Star Wars  I`ll probably be going to a MLB game if I get good seats",neutral,1
2517,276b5e7bbc,I`m cooking meatballs for lunch  yaaayyy ...,yaaayyy ...,positive,2
21228,613e671a65,"Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows.","Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows.",neutral,1
16705,ffe6fab196,I drive >90mph on a daily basis. u cld film Fast & Furious off of me. But anything  <1 mph is not my forte`. I bump Anything!.,I drive >90mph on a daily basis. u cld film Fast & Furious off of me. But anything  <1 mph is not my forte`. I bump Anything!.,neutral,1
19707,d0b0f01f00,internet on trains is 100% awful!!!,awful!!,negative,0
5920,76a2ce518f,Make your own Google search page with your name   http://tinyurl.com/c4237j,Make your own Google search page with your name   http://tinyurl.com/c4237j,neutral,1
22683,003d9dfe41,just woke up...feelin a lil better  <3,better,positive,2
8783,5e3ba74f5f,"_w_a cool, looking forward to it now",looking forward,positive,2
16813,c234934302,"ok all, bedtime for this bonzo! i just got done with my math homework and my brain is done for the day. Nite nite  have a great day!",Nite nite  have a great day!,positive,2
8273,4851607c50, do you want to do my laundry as well?,do you want to do my laundry as well?,neutral,1
27312,7a5ad3457b,just got back from Danas. watching Roseanne before I start to get ready for work,just got back from Danas. watching Roseanne before I start to get ready for work,neutral,1
9559,653d6d3cc7,wants to go home.,wants to go home.,neutral,1
8143,a3e31054d0,"****, nearly forgot my PIN  I shouldn`t try to learn anything new in the future lest it push out more vital information.","****, ne",negative,0
23828,4cbb260f3f,I got a Coach purse,I got a Coach purse,neutral,1
9731,7698ccecb3, thank you!,thank you!,positive,2
564,35e2ce08fc,And the Sun is shinning.........at last,Sun is shinning.........at last,positive,2
20650,04e63e480d,is going home after an awesome time with the peeps,awesome,positive,2
2844,810148b120,youtube not working,youtube not working,neutral,1
9252,87e048124e,I am horrible at appraising peer work. What are these Americans thinking when they compose poems? Or maybe I am the one with the problem.,What are these Americans thinking when they compose poems? Or maybe I am the one with the problem.,negative,0
16789,8c0f27230f,_E LOL yeah I had a few slices of cheddar cheese b4 sleeping.,yeah I had a few slices of cheddar cheese b4 sleeping.,negative,0
22066,cab5b2387c,"Why would someone even do something like that, you gotta be pretty **** desperate for attention!!! lol poor keanu",poor keanu,negative,0
16707,73bc6c101b,"It`s hot.  I could turn on the A/C, but I`m trying to be green for as long as I can stand it   Right now I`m just a little red and shiny.","It`s hot.  I could turn on the A/C, but I`m trying to be green for as long as I can stand it   Right now I`m just a little red and shiny.",neutral,1
21426,c7e80bd6e1,calling debby ryan!,calling debby ryan!,neutral,1
17675,865244d92d,Watchin tyra bored like always  my stomach hurts,my stomach hurts,negative,0
4419,9f3be484af,roughnight,roughnight,negative,0
8857,74aec0d9a5, -HI lady! sorry for the delayed response. appreciate the luv.will be in T.O this month.. hows everything going with you?,-HI lady! sorry for the delayed response. appreciate the luv.will be in T.O this month.. hows everything going with you?,neutral,1
1118,c9d6997a02, wats gooood !! miss yall already,miss yall,negative,0
27091,6173fd7c2e, what a riot..now you can tell you`re friends you`ve got chlamydia..but you`re hoping to get pox-syphilis soon,hoping to get pox-syphilis soon,negative,0
8158,215eae817c, This was at Pitman`s down South. It just looks like business is bad all over,bad,negative,0
3640,0fccbe0299,Sitting in an empty yearbook room.  attempting to figure this asap out lol,lol,positive,2
20018,9197df16e5,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",hate di,negative,0
10904,95a9f1cccc,Now i`m fully awake,Now i`m fully awake,neutral,1
25262,a9c03b94ca,_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out,hopefully,positive,2
3848,7f5116e5a1,", totally worth it!! great movie cool 3D glasses! i miss ya! and i miss   and i miss new york too",i miss ya!,negative,0
23846,a7f0fb80a9,Morning world! back to the office after longgggggggg weekend,Morning world! back to the office after longgggggggg weekend,neutral,1
18999,715c8255d9, the pink straw also makes you manly,the pink straw also makes you manly,neutral,1
4349,73355afc38, Why I gotta be all that?... I sad now,sad,negative,0
9582,3f8b550bdb,i have a feeling today is going to be amazing,amazing,positive,2
25796,300e4641ba,: and my kid is only 3 and is stronger then me,stronger,positive,2
22735,d7abeea31f," Urm, ouch, that sucks. You need crutches?  What happened? I hope you get/feel better soonest!","Urm, ouch, that sucks. You need crutches?  What happened? I hope you get/feel better soonest!",neutral,1
19589,cb5a5e58be," Hehe, you`re an expert now eh?",n expert,positive,2
21664,851583e0de,"http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops","http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops",neutral,1
2383,b6e65f1dd0,"Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up","Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up",neutral,1
18255,ec41f30dd5,Glad I trudged through the first 60 pages of Anathem.  Now on pg340...it`s been a long time since I wanted to call in sick just to read,Glad,positive,2
22793,678cddf365, is it in crowntown? i think i may just meet you there? let me get ready and ill let you know,is it in crowntown? i think i may just meet you there? let me get ready and ill let you know,neutral,1
13702,eda28bad07,is cheering on the Arsenal Ladies!!    and missing my M...x,is cheering on the Arsenal Ladies!!    and missing my M...x,neutral,1
12498,f4abf9a57c,I think I did okay on my Math Test today. I really really really hope I did. If I didn`t I swear I will get SO mad at myslef.,I think I did okay on my Math Test today. I really really really hope I did. If I didn`t I swear I will get SO mad at myslef.,neutral,1
2051,f2fd79de98, pandora is blocked at my work  bummed,bummed,negative,0
842,2d94c993c9,So glad I`m finally done with finals!,glad,positive,2
16368,893458514d,I **** love Alexander William Gaskarth,I **** love Alexander William Gaskarth,positive,2
18592,38faa53506, wow thot we`d lost ya lol lol,wow,positive,2
3020,a3603b45fb,its funny you said we`d never make it and look how far we`ve come....  IM BACK ON HEAHHH!  um. yeah. school :/,funny,positive,2
